year,thesis,length,shoot1yo,length1yo,rank1yo,c,v,m,b,#oss,#newshoots
2020,AUTOR,Me,40,18,4,0,1,0,0,1,0
2020,AUTOR,Me,40,18,5,2,1,0,0,2,2
2020,AUTOR,Me,40,18,6,3,2,1,0,4,2
2020,AUTOR,Me,40,18,7,0,1,1,0,2,1
2020,AUTOR,Me,40,18,8,0,0,1,0,1,1
2020,AUTOR,Me,40,18,9,0,0,1,0,1,1
2020,AUTOR,Me,41,5.5,1,1,0,0,0,1,0
2020,AUTOR,Me,41,5.5,2,0,0,1,0,1,1
2020,AUTOR,Me,41,5.5,3,3,2,0,0,3,1
2020,AUTOR,Me,41,5.5,4,4,1,1,0,3,1
2020,AUTOR,Me,41,5.5,5,0,0,1,0,1,1
2020,AUTOR,Me,41,5.5,6,0,0,1,0,1,1
2020,AUTOR,Me,42,7,1,0,1,0,0,1,0
2020,AUTOR,Me,42,7,2,0,0,0,1,1,0
2020,AUTOR,Me,42,7,3,0,0,1,0,1,1
2020,AUTOR,Me,42,7,4,4,3,0,0,4,1
2020,AUTOR,Me,42,7,5,4,0,6,0,7,1
2020,AUTOR,Me,43,18.2,1,3,1,2,0,4,
2020,AUTOR,Me,43,18.2,2,0,0,1,0,1,
2020,AUTOR,Me,43,18.2,3,0,0,1,0,1,
2020,AUTOR,Me,43,18.2,4,0,0,1,0,1,
2020,AUTOR,Me,43,18.2,5,0,0,1,0,1,
2020,AUTOR,Me,43,18.2,6,0,0,1,0,1,
2020,AUTOR,Me,43,18.2,7,0,0,1,0,1,
2020,AUTOR,VLo,44,42.6,1,0,1,0,0,1,1
2020,AUTOR,VLo,44,42.6,2,0,1,0,0,1,0
2020,AUTOR,VLo,44,42.6,3,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,4,4,2,0,0,3,1
2020,AUTOR,VLo,44,42.6,5,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,6,0,1,0,0,1,1
2020,AUTOR,VLo,44,42.6,7,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,8,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,9,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,10,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,11,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,12,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,13,0,0,1,0,1,1
2020,AUTOR,VLo,44,42.6,14,5,3,3,0,7,1
2020,AUTOR,Lo,45,34,1,0,1,0,0,1,0
2020,AUTOR,Lo,45,34,2,0,0,1,0,1,0
2020,AUTOR,Lo,45,34,3,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,4,1,1,0,0,2,1
2020,AUTOR,Lo,45,34,5,0,1,0,0,1,1
2020,AUTOR,Lo,45,34,6,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,7,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,8,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,9,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,10,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,11,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,12,0,0,1,0,1,1
2020,AUTOR,Lo,45,34,13,0,0,2,0,2,1
2020,AUTOR,VLo,46,43,1,0,0,1,0,1,0
2020,AUTOR,VLo,46,43,2,0,0,1,0,1,1
2020,AUTOR,VLo,46,43,3,0,0,0,1,1,1
2020,AUTOR,VLo,46,43,4,0,0,1,0,1,1
2020,AUTOR,VLo,46,43,5,0,0,1,0,1,1
2020,AUTOR,VLo,46,43,6,3,0,2,0,3,1
2020,AUTOR,VLo,46,43,7,0,1,0,0,1,1
2020,AUTOR,VLo,46,43,8,0,0,1,0,1,2
2020,AUTOR,VLo,46,43,9,0,0,1,0,1,1
2020,AUTOR,VLo,46,43,10,0,0,1,0,1,2
2020,AUTOR,VLo,46,43,11,4,2,1,0,4,3
2020,AUTOR,VLo,46,43,12,0,1,0,0,1,1
2020,AUTOR,VLo,46,43,13,0,0,1,0,1,1
2020,AUTOR,VLo,46,43,14,0,1,0,0,1,1
2020,AUTOR,VLo,46,43,15,2,1,0,0,2,1
2020,AUTOR,VLo,46,43,16,0,0,1,0,1,1
2020,AUTOR,VLo,46,43,17,0,0,1,0,1,1
2020,AUTOR,VLo,46,43,18,8,1,0,0,2,1
2020,AUTOR,VLo,47,52,1,0,1,0,0,1,2
2020,AUTOR,VLo,47,52,2,0,0,0,1,1,2
2020,AUTOR,VLo,47,52,3,0,0,0,1,1,1
2020,AUTOR,VLo,47,52,4,0,0,0,1,1,1
2020,AUTOR,VLo,47,52,5,0,0,1,0,1,2
2020,AUTOR,VLo,47,52,6,0,0,2,0,2,2
2020,AUTOR,VLo,47,52,7,1,3,0,0,4,1
2020,AUTOR,VLo,47,52,8,0,0,1,0,1,1
2020,AUTOR,VLo,47,52,9,0,0,1,0,1,1
2020,AUTOR,VLo,47,52,10,5,3,0,0,4,2
2020,AUTOR,VLo,47,52,11,0,0,1,0,1,1
2020,AUTOR,VLo,47,52,12,4,2,1,0,4,3
2020,AUTOR,VLo,47,52,13,0,1,0,0,1,1
2020,AUTOR,VLo,47,52,14,0,0,2,0,2,1
2020,AUTOR,VLo,47,52,15,0,0,1,0,1,1
2020,AUTOR,VLo,47,52,16,4,1,1,0,3,1
2020,AUTOR,VLo,47,52,17,0,0,1,0,1,1
2020,AUTOR,VLo,47,52,18,0,0,1,0,1,1
2020,AUTOR,VLo,47,52,19,5,1,4,0,6,1
2020,AUTOR,Sh,48,4.5,1,0,0,0,1,1,0
2020,AUTOR,Sh,48,4.5,2,0,0,0,1,1,0
2020,AUTOR,Sh,48,4.5,3,0,0,0,1,1,0
2020,AUTOR,Sh,48,4.5,4,0,0,0,1,1,0
2020,AUTOR,Sh,48,4.5,5,3,1,3,0,5,2
2020,AUTOR,Lo,49,25,1,0,1,0,0,1,0
2020,AUTOR,Lo,49,25,2,0,0,0,1,1,0
2020,AUTOR,Lo,49,25,3,0,0,0,1,1,0
2020,AUTOR,Lo,49,25,4,0,0,0,1,1,0
2020,AUTOR,Lo,49,25,5,2,2,0,0,3,2
2020,AUTOR,Lo,49,25,6,0,0,1,0,1,1
2020,AUTOR,Lo,49,25,7,1,1,2,0,4,2
2020,AUTOR,Lo,49,25,8,0,0,1,0,1,1
2020,AUTOR,Lo,49,25,9,0,0,1,0,1,1
2020,AUTOR,Lo,49,25,10,0,0,1,0,1,1
2020,AUTOR,Lo,49,25,11,4,1,0,0,2,1
2020,AUTOR,Me,50,19,1,0,0,0,1,1,0
2020,AUTOR,Me,50,19,2,0,0,0,1,1,0
2020,AUTOR,Me,50,19,3,0,0,0,1,1,0
2020,AUTOR,Me,50,19,4,0,1,0,0,1,1
2020,AUTOR,Me,50,19,5,3,0,2,0,3,1
2020,AUTOR,Me,50,19,6,0,0,1,0,1,1
2020,AUTOR,Me,50,19,7,4,1,1,0,3,2
2020,AUTOR,Sh,51,4.5,1,0,0,0,1,1,0
2020,AUTOR,Sh,51,4.5,2,0,0,0,1,1,0
2020,AUTOR,Sh,51,4.5,3,2,1,0,0,2,1
2020,AUTOR,Sh,52,2,1,0,1,0,0,1,1
2020,AUTOR,Sh,52,2,2,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,1,0,0,0,1,1,0
2020,AUTOR,VLo,53,54,2,0,0,0,1,1,1
2020,AUTOR,VLo,53,54,3,0,0,0,1,1,0
2020,AUTOR,VLo,53,54,4,0,0,0,1,1,0
2020,AUTOR,VLo,53,54,5,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,6,6,0,1,0,2,2
2020,AUTOR,VLo,53,54,7,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,8,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,9,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,10,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,11,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,12,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,13,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,14,0,0,1,0,1,1
2020,AUTOR,VLo,53,54,15,0,0,1,0,1,1
2020,AUTOR,Me,54,8.5,1,0,1,0,0,1,1
2020,AUTOR,Me,54,8.5,2,0,0,0,1,1,1
2020,AUTOR,Me,54,8.5,3,0,0,1,0,1,1
2020,AUTOR,Me,54,8.5,4,0,0,0,1,1,0
2020,AUTOR,Me,54,8.5,5,3,2,2,0,5,2
2020,AUTOR,Me,54,8.5,6,3,0,3,0,4,1
2020,AUTOR,Me,54,8.5,7,0,1,0,0,1,1
2020,AUTOR,Me,55,6,1,0,1,0,0,1,0
2020,AUTOR,Me,55,6,2,0,1,0,0,1,1
2020,AUTOR,Me,55,6,3,0,1,0,0,1,1
2020,AUTOR,Me,55,6,4,0,0,1,0,1,1
2020,AUTOR,Me,55,6,5,0,0,1,0,1,2
2020,AUTOR,Me,56,10.2,1,0,0,0,1,1,0
2020,AUTOR,Me,56,10.2,2,0,1,0,0,1,1
2020,AUTOR,Me,56,10.2,3,0,0,0,1,1,0
2020,AUTOR,Me,56,10.2,4,0,1,1,0,2,1
2020,AUTOR,Me,56,10.2,5,3,2,1,0,4,2
2020,AUTOR,Me,56,10.2,6,3,0,2,0,3,1
2020,AUTOR,Me,56,10.2,7,0,0,2,0,2,1
2020,AUTOR,Me,56,10.2,8,0,1,0,0,1,1
2020,AUTOR,Me,57,12,1,0,0,0,1,1,0
2020,AUTOR,Me,57,12,2,0,0,0,1,1,0
2020,AUTOR,Me,57,12,3,0,0,0,1,1,0
2020,AUTOR,Me,57,12,4,0,0,1,0,1,1
2020,AUTOR,Me,57,12,5,3,2,3,0,6,2
2020,AUTOR,Me,57,12,6,1,0,2,0,3,2
2020,AUTOR,Sh,58,2,1,0,0,0,1,1,1
2020,AUTOR,Sh,58,2,2,2,0,1,0,2,1
2020,AUTOR,Sh,58,2,3,0,1,0,0,1,1
2020,AUTOR,VLo,59,54,1,0,0,0,1,1,0
2020,AUTOR,VLo,59,54,2,0,0,0,1,1,0
2020,AUTOR,VLo,59,54,3,0,0,0,1,1,0
2020,AUTOR,VLo,59,54,4,0,0,0,1,1,0
2020,AUTOR,VLo,59,54,5,0,0,0,1,1,0
2020,AUTOR,VLo,59,54,6,3,0,2,0,3,2
2020,AUTOR,VLo,59,54,7,0,0,2,0,2,1
2020,AUTOR,VLo,59,54,8,0,1,0,0,1,1
2020,AUTOR,VLo,59,54,9,0,0,1,0,1,1
2020,AUTOR,VLo,59,54,10,0,0,1,0,1,1
2020,AUTOR,VLo,59,54,11,0,0,1,0,1,1
2020,AUTOR,VLo,59,54,12,0,1,1,0,2,1
2020,AUTOR,VLo,59,54,13,0,0,1,0,1,1
2020,AUTOR,VLo,59,54,14,0,1,1,0,2,1
2020,AUTOR,VLo,59,54,15,0,2,0,0,2,2
2020,AUTOR,VLo,59,54,16,0,1,0,0,1,1
2020,AUTOR,VLo,59,54,17,0,0,1,0,1,1
2020,AUTOR,VLo,59,54,18,0,1,0,0,1,1
2020,AUTOR,VLo,59,54,19,0,1,0,0,1,1
2020,AUTOR,VLo,59,54,20,4,2,0,0,3,2
2020,AUTOR,VLo,59,54,21,0,1,0,0,1,1
2020,AUTOR,VLo,59,54,22,0,1,0,0,1,1
2020,AUTOR,Sh,60,3,1,0,0,0,1,1,0
2020,AUTOR,Sh,60,3,2,0,1,0,0,1,1
2020,AUTOR,Sh,60,3,3,4,2,0,0,3,1
2020,AUTOR,VLo,61,46,1,0,1,0,0,1,0
2020,AUTOR,VLo,61,46,2,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,3,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,4,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,5,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,6,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,7,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,8,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,9,0,1,1,0,2,1
2020,AUTOR,VLo,61,46,10,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,11,0,1,1,0,2,1
2020,AUTOR,VLo,61,46,12,0,0,1,0,1,1
2020,AUTOR,VLo,61,46,13,0,1,1,0,2,1
2020,AUTOR,VLo,61,46,14,0,0,1,0,1,1
2020,AUTOR,VLo,61,46,15,0,1,1,0,2,1
2020,AUTOR,VLo,61,46,16,0,0,1,0,1,1
2020,AUTOR,VLo,61,46,17,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,18,0,0,1,0,1,1
2020,AUTOR,VLo,61,46,19,0,1,0,0,1,1
2020,AUTOR,VLo,61,46,20,0,2,0,0,2,1
2020,AUTOR,Me,62,9,1,0,0,1,0,1,0
2020,AUTOR,Me,62,9,2,0,1,0,0,1,0
2020,AUTOR,Me,62,9,3,0,0,0,1,1,1
2020,AUTOR,Me,62,9,4,0,0,1,0,1,0
2020,AUTOR,Me,62,9,5,2,1,0,0,2,1
2020,AUTOR,Me,62,9,6,0,0,1,0,1,1
2020,AUTOR,Me,62,9,7,0,0,1,0,1,1
2020,AUTOR,Me,62,9,8,0,1,0,0,1,0
2020,AUTOR,Sh,63,4.8,1,1,0,0,0,1,1
2020,AUTOR,Sh,63,4.8,2,0,1,0,0,1,1
2020,AUTOR,Sh,63,4.8,3,4,0,3,0,4,2
2020,AUTOR,Lo,64,28,1,0,1,0,0,1,0
2020,AUTOR,Lo,64,28,2,0,0,0,1,1,1
2020,AUTOR,Lo,64,28,3,0,0,0,1,1,0
2020,AUTOR,Lo,64,28,4,0,1,0,0,1,0
2020,AUTOR,Lo,64,28,5,2,3,0,0,4,1
2020,AUTOR,Lo,64,28,6,2,0,3,0,4,2
2020,AUTOR,Lo,64,28,7,3,3,0,0,4,2
2020,AUTOR,Lo,64,28,8,3,1,0,0,2,1
2020,AUTOR,Lo,64,28,9,0,0,1,0,1,1
2020,AUTOR,Lo,64,28,10,0,0,0,1,1,0
2020,AUTOR,Lo,64,28,11,0,0,1,0,1,1
2020,AUTOR,Lo,64,28,12,0,0,1,0,1,1
2020,AUTOR,Lo,64,28,13,0,0,1,0,1,1
2020,AUTOR,Lo,64,28,14,0,1,0,0,1,1
2020,AUTOR,Lo,64,28,15,0,1,0,0,1,1
2020,AUTOR,Lo,64,28,16,4,0,0,0,1,1
2020,AUTOR,Me,65,10,1,0,0,1,0,1,0
2020,AUTOR,Me,65,10,2,0,0,0,1,1,0
2020,AUTOR,Me,65,10,3,0,0,0,1,1,0
2020,AUTOR,Me,65,10,4,0,0,0,1,1,0
2020,AUTOR,Me,65,10,5,4,0,3,0,4,2
2020,AUTOR,Me,65,10,6,4,0,5,0,6,1
2020,AUTOR,VLo,66,58,1,0,1,0,0,1,0
2020,AUTOR,VLo,66,58,2,0,1,0,0,1,0
2020,AUTOR,VLo,66,58,3,0,0,0,1,1,0
2020,AUTOR,VLo,66,58,4,0,0,0,1,1,0
2020,AUTOR,VLo,66,58,5,0,0,0,1,1,0
2020,AUTOR,VLo,66,58,6,0,0,0,1,1,1
2020,AUTOR,VLo,66,58,7,1,2,2,0,5,1
2020,AUTOR,VLo,66,58,8,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,9,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,10,0,0,0,1,1,1
2020,AUTOR,VLo,66,58,11,0,0,1,0,1,2
2020,AUTOR,VLo,66,58,12,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,13,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,14,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,15,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,16,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,17,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,18,0,0,1,0,1,1
2020,AUTOR,VLo,66,58,19,0,2,0,0,2,1
2020,AUTOR,Lo,67,26.5,1,0,1,0,0,1,0
2020,AUTOR,Lo,67,26.5,2,0,0,0,1,1,0
2020,AUTOR,Lo,67,26.5,3,0,0,0,1,1,0
2020,AUTOR,Lo,67,26.5,4,2,3,0,0,4,2
2020,AUTOR,Lo,67,26.5,5,4,1,2,0,4,2
2020,AUTOR,Lo,67,26.5,6,0,0,1,0,1,1
2020,AUTOR,Lo,67,26.5,7,0,0,1,0,1,1
2020,AUTOR,Lo,67,26.5,8,0,0,1,0,1,1
2020,AUTOR,Lo,67,26.5,9,0,0,1,0,1,1
2020,AUTOR,Lo,67,26.5,10,0,0,1,0,1,1
2020,AUTOR,Lo,67,26.5,11,4,2,0,0,3,1
2020,AUTOR,Lo,67,26.5,12,0,0,1,0,1,1
2020,AUTOR,Lo,68,26.5,1,0,0,0,1,1,0
2020,AUTOR,Lo,68,26.5,2,0,0,0,1,1,0
2020,AUTOR,Lo,68,26.5,3,0,0,0,1,1,0
2020,AUTOR,Lo,68,26.5,4,0,1,0,0,1,1
2020,AUTOR,Lo,68,26.5,5,3,2,1,0,4,2
2020,AUTOR,Lo,68,26.5,6,4,0,3,0,4,1
2020,AUTOR,Lo,68,26.5,7,0,1,0,0,1,1
2020,AUTOR,Lo,68,26.5,8,0,0,1,0,1,1
2020,AUTOR,Lo,68,26.5,9,0,0,1,0,1,1
2020,AUTOR,Lo,68,26.5,10,0,0,1,0,1,1
2020,AUTOR,Lo,68,26.5,11,2,0,0,0,1,1
2020,AUTOR,Lo,68,26.5,12,0,1,0,0,1,1
2020,AUTOR,Lo,68,26.5,13,0,1,0,0,1,1
2020,AUTOR,Me,69,6.5,1,0,0,0,1,1,1
2020,AUTOR,Me,69,6.5,2,0,0,1,0,1,1
2020,AUTOR,Me,69,6.5,3,2,1,2,0,4,1
2020,AUTOR,Me,69,6.5,4,1,1,1,0,3,1
2020,AUTOR,VLo,70,42,1,0,1,0,0,1,0
2020,AUTOR,VLo,70,42,2,0,0,0,1,1,1
2020,AUTOR,VLo,70,42,3,0,0,0,1,1,1
2020,AUTOR,VLo,70,42,4,0,0,0,1,1,1
2020,AUTOR,VLo,70,42,5,0,1,0,0,1,0
2020,AUTOR,VLo,70,42,6,5,4,0,0,5,0
2020,AUTOR,VLo,70,42,7,4,3,1,0,5,1
2020,AUTOR,VLo,70,42,8,4,2,2,0,5,2
2020,AUTOR,VLo,70,42,9,0,1,0,0,1,1
2020,AUTOR,VLo,70,42,10,0,0,1,0,1,1
2020,AUTOR,VLo,70,42,11,5,2,0,0,3,2
2020,AUTOR,VLo,70,42,12,0,1,0,0,1,1
2020,AUTOR,VLo,70,42,13,0,0,1,0,1,1
2020,AUTOR,VLo,70,42,14,0,0,1,0,1,2
2020,AUTOR,VLo,70,42,15,0,0,1,0,1,1
2020,AUTOR,VLo,70,42,16,0,0,1,0,1,1
2020,AUTOR,Sh,71,5,1,0,1,0,0,1,0
2020,AUTOR,Sh,71,5,2,0,0,1,0,1,1
2020,AUTOR,Sh,71,5,3,1,1,0,0,2,1
2020,AUTOR,Sh,71,5,4,1,1,1,0,3,1
2020,AUTOR,Sh,71,5,5,3,0,3,0,4,1
2020,AUTOR,Sh,72,3,1,0,1,0,0,1,1
2020,AUTOR,Sh,72,3,2,0,1,0,0,1,1
2020,AUTOR,Sh,72,3,3,4,2,0,0,3,1
2020,AUTOR,Lo,73,38.5,1,0,1,0,0,1,0
2020,AUTOR,Lo,73,38.5,2,0,1,0,0,1,0
2020,AUTOR,Lo,73,38.5,3,0,1,1,0,2,1
2020,AUTOR,Lo,73,38.5,4,0,0,1,0,1,1
2020,AUTOR,Lo,73,38.5,5,2,2,1,0,4,3
2020,AUTOR,Lo,73,38.5,6,3,2,1,0,4,3
2020,AUTOR,Lo,73,38.5,7,0,0,1,0,1,1
2020,AUTOR,Lo,73,38.5,8,0,0,0,1,1,0
2020,AUTOR,Lo,73,38.5,9,0,0,1,0,1,2
2020,AUTOR,Lo,73,38.5,10,0,0,1,0,1,2
2020,AUTOR,Lo,73,38.5,11,0,0,1,0,1,0
2020,AUTOR,Lo,73,38.5,12,0,1,0,0,1,1
2020,AUTOR,Lo,73,38.5,13,0,0,1,0,1,1
2020,AUTOR,Lo,73,38.5,14,0,0,1,0,1,2
2020,AUTOR,Lo,73,38.5,15,0,0,1,0,1,1
2020,AUTOR,Me,74,14.5,1,0,0,0,1,1,0
2020,AUTOR,Me,74,14.5,2,0,0,0,1,1,0
2020,AUTOR,Me,74,14.5,3,0,0,0,1,1,0
2020,AUTOR,Me,74,14.5,4,0,1,0,0,1,2
2020,AUTOR,Me,74,14.5,5,2,1,2,0,4,2
2020,AUTOR,Me,74,14.5,6,1,1,3,0,5,1
2020,AUTOR,Me,74,14.5,7,5,1,0,0,2,1
2020,AUTOR,Lo,75,35.5,1,0,0,1,0,1,1
2020,AUTOR,Lo,75,35.5,2,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,3,0,0,0,1,1,0
2020,AUTOR,Lo,75,35.5,4,1,2,0,0,3,1
2020,AUTOR,Lo,75,35.5,5,1,2,0,0,3,2
2020,AUTOR,Lo,75,35.5,6,3,1,2,0,4,1
2020,AUTOR,Lo,75,35.5,7,5,3,0,0,4,2
2020,AUTOR,Lo,75,35.5,8,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,9,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,10,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,11,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,12,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,13,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,14,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,15,0,1,0,0,1,1
2020,AUTOR,Lo,75,35.5,16,0,1,0,0,1,1
2020,AUTOR,Me,76,13.5,1,0,0,1,0,1,0
2020,AUTOR,Me,76,13.5,2,0,0,0,1,1,0
2020,AUTOR,Me,76,13.5,3,0,0,0,1,1,0
2020,AUTOR,Me,76,13.5,4,3,3,0,0,4,2
2020,AUTOR,Me,76,13.5,5,4,1,2,0,4,2
2020,AUTOR,Me,76,13.5,6,4,1,1,0,3,1
2020,AUTOR,Me,76,13.5,7,0,0,1,0,1,1
2020,AUTOR,Me,76,13.5,8,0,0,1,0,1,1
2020,AUTOR,Lo,77,28,1,0,0,0,1,1,0
2020,AUTOR,Lo,77,28,2,0,0,0,1,1,0
2020,AUTOR,Lo,77,28,3,0,0,0,1,1,0
2020,AUTOR,Lo,77,28,4,0,0,0,1,1,0
2020,AUTOR,Lo,77,28,5,0,2,0,0,2,1
2020,AUTOR,Lo,77,28,6,3,1,0,0,2,1
2020,AUTOR,Lo,77,28,7,0,0,1,0,1,1
2020,AUTOR,Lo,77,28,8,1,1,0,0,2,1
2020,AUTOR,Lo,77,28,9,4,2,0,0,3,1
2020,AUTOR,Lo,77,28,10,0,0,1,0,1,1
2020,AUTOR,Lo,77,28,11,5,2,0,0,3,1
2020,AUTOR,Lo,77,28,12,0,0,1,0,1,2
2020,AUTOR,Lo,77,28,13,0,0,1,0,1,1
2020,AUTOR,Lo,77,28,14,0,0,1,0,1,1
2020,AUTOR,Lo,77,28,15,0,1,0,0,1,1
2020,AUTOR,Lo,77,28,16,0,1,0,0,1,1
2020,AUTOR,Lo,77,28,17,5,0,0,0,1,1
2020,AUTOR,Me,78,14,1,0,0,0,1,1,0
2020,AUTOR,Me,78,14,2,0,0,0,1,1,0
2020,AUTOR,Me,78,14,3,0,0,0,1,1,0
2020,AUTOR,Me,78,14,4,0,0,1,0,2,0
2020,AUTOR,Me,78,14,5,3,1,1,0,3,2
