year,thesis,length,shoot1yo,length1yo,rank1yo,c,v,m,b,#oss,#newshoots
2020,AUTOR,Me,78,14,6,0,0,1,0,1,1
2020,AUTOR,Me,78,14,7,6,0,2,0,3,1
2020,AUTOR,Lo,79,22,1,0,0,0,1,1,0
2020,AUTOR,Lo,79,22,2,0,0,0,1,1,0
2020,AUTOR,Lo,79,22,3,0,0,0,1,1,0
2020,AUTOR,Lo,79,22,4,0,1,0,0,1,1
2020,AUTOR,Lo,79,22,5,1,0,1,0,2,1
2020,AUTOR,Lo,79,22,6,4,2,3,0,6,2
2020,AUTOR,Lo,79,22,7,5,0,2,0,3,1
2020,AUTOR,Lo,79,22,8,0,0,1,0,1,1
2020,AUTOR,Lo,79,22,9,4,1,1,0,3,2
2020,AUTOR,Lo,79,22,10,0,0,1,0,1,1
2020,AUTOR,Lo,80,38,1,0,0,1,0,1,0
2020,AUTOR,Lo,80,38,2,1,0,0,0,1,0
2020,AUTOR,Lo,80,38,3,1,0,0,0,1,1
2020,AUTOR,Lo,80,38,4,0,0,0,1,1,0
2020,AUTOR,Lo,80,38,5,0,1,1,0,2,2
2020,AUTOR,Lo,80,38,6,3,2,2,0,5,3
2020,AUTOR,Lo,80,38,7,2,0,4,0,5,0
2020,AUTOR,Lo,80,38,8,4,1,3,0,5,1
2020,AUTOR,Lo,80,38,9,0,0,1,0,1,1
2020,AUTOR,Lo,80,38,10,4,1,1,0,3,3
2020,AUTOR,Lo,80,38,11,0,1,0,0,1,1
2020,AUTOR,Lo,80,38,12,0,1,0,0,1,1
2020,AUTOR,Me,81,6,1,0,1,0,0,1,
2020,AUTOR,Me,81,6,2,1,0,0,0,1,
2020,AUTOR,Me,81,6,3,1,0,0,0,1,
2020,AUTOR,Me,81,6,4,1,0,0,0,1,
2020,AUTOR,Sh,82,1,1,0,0,1,0,1,
2020,AUTOR,Sh,82,1,2,1,0,0,0,1,
2020,AUTOR,VLo,83,66.5,1,0,1,0,0,1,1
2020,AUTOR,VLo,83,66.5,2,0,1,0,0,1,1
2020,AUTOR,VLo,83,66.5,3,0,0,1,0,1,1
2020,AUTOR,VLo,83,66.5,4,1,1,0,0,2,1
2020,AUTOR,VLo,83,66.5,5,2,3,0,0,4,2
2020,AUTOR,VLo,83,66.5,6,5,3,0,0,4,3
2020,AUTOR,VLo,83,66.5,7,5,2,2,0,5,2
2020,AUTOR,VLo,83,66.5,8,4,0,4,0,5,2
2020,AUTOR,VLo,83,66.5,9,0,1,0,0,1,2
2020,AUTOR,VLo,83,66.5,10,0,0,1,0,1,1
2020,AUTOR,VLo,83,66.5,11,0,0,1,0,1,1
2020,AUTOR,VLo,83,66.5,12,0,0,1,0,1,1
2020,AUTOR,VLo,83,66.5,13,0,1,0,0,1,1
2020,AUTOR,VLo,83,66.5,14,0,1,0,0,1,1
2020,AUTOR,VLo,83,66.5,15,0,1,0,0,1,1
2020,AUTOR,VLo,83,66.5,16,0,2,0,0,2,1
2020,AUTOR,VLo,83,66.5,17,0,2,0,0,2,1
2020,AUTOR,VLo,83,66.5,18,0,3,0,0,3,1
2020,AUTOR,Me,84,16,1,0,0,0,1,1,0
2020,AUTOR,Me,84,16,2,0,0,0,1,1,0
2020,AUTOR,Me,84,16,3,0,0,0,1,1,0
2020,AUTOR,Me,84,16,4,0,1,0,0,1,1
2020,AUTOR,Me,84,16,5,0,0,0,1,1,0
2020,AUTOR,Me,84,16,6,2,1,2,0,4,2
2020,AUTOR,Me,84,16,7,1,0,0,0,1,1
2020,AUTOR,Me,84,16,8,0,0,1,0,1,1
2020,AUTOR,Lo,85,22.5,1,0,0,0,1,1,0
2020,AUTOR,Lo,85,22.5,2,0,0,0,1,1,0
2020,AUTOR,Lo,85,22.5,3,0,0,0,1,1,1
2020,AUTOR,Lo,85,22.5,4,0,0,0,1,1,1
2020,AUTOR,Lo,85,22.5,5,3,1,1,0,3,2
2020,AUTOR,Lo,85,22.5,6,4,1,1,0,3,2
2020,AUTOR,Lo,85,22.5,7,5,0,2,0,3,2
2020,AUTOR,VLo,86,45,1,0,0,1,0,1,0
2020,AUTOR,VLo,86,45,2,0,1,0,0,1,1
2020,AUTOR,VLo,86,45,3,0,1,0,0,1,1
2020,AUTOR,VLo,86,45,4,0,1,0,0,1,1
2020,AUTOR,VLo,86,45,5,2,2,1,0,4,1
2020,AUTOR,VLo,86,45,6,4,1,2,0,4,2
2020,AUTOR,VLo,86,45,7,3,0,4,0,5,2
2020,AUTOR,VLo,86,45,8,0,1,0,0,1,1
2020,AUTOR,VLo,86,45,9,0,0,1,0,1,1
2020,AUTOR,VLo,86,45,10,1,2,1,0,4,2
2020,AUTOR,VLo,86,45,11,0,0,1,0,1,1
2020,AUTOR,VLo,86,45,12,0,1,0,0,1,1
2020,AUTOR,VLo,86,45,13,0,1,0,0,1,1
2020,AUTOR,VLo,86,45,14,0,1,1,0,2,2
2020,AUTOR,Lo,87,25,1,0,0,0,1,1,
2020,AUTOR,Lo,87,25,2,0,0,0,1,1,
2020,AUTOR,Lo,87,25,3,0,0,0,1,1,
2020,AUTOR,Lo,87,25,4,0,0,0,1,1,
2020,AUTOR,Lo,87,25,5,0,0,0,1,1,
2020,AUTOR,Lo,87,25,6,0,1,0,0,1,
2020,AUTOR,Lo,87,25,7,3,1,3,0,5,
2020,AUTOR,Lo,87,25,8,4,1,2,0,4,
2020,AUTOR,Lo,87,25,9,4,1,3,0,5,
2020,AUTOR,Lo,87,25,10,0,1,0,0,1,
2020,AUTOR,Lo,87,25,11,5,1,1,0,3,
2020,AUTOR,Lo,87,25,12,4,2,1,0,4,
2020,AUTOR,Sh,88,4.5,1,0,1,0,0,1,0
2020,AUTOR,Sh,88,4.5,2,0,0,0,1,1,1
2020,AUTOR,Sh,88,4.5,3,1,2,0,0,3,2
2020,AUTOR,Sh,88,4.5,4,0,0,1,0,1,1
2020,AUTOR,Lo,89,27,1,0,0,1,0,1,
2020,AUTOR,Lo,89,27,2,0,0,0,1,1,
2020,AUTOR,Lo,89,27,3,0,0,0,1,1,
2020,AUTOR,Lo,89,27,4,0,0,0,1,1,
2020,AUTOR,Lo,89,27,5,15,3,0,0,4,
2020,AUTOR,Lo,89,27,6,5,0,5,0,6,
2020,AUTOR,Lo,89,27,7,5,0,1,0,2,
2020,AUTOR,Lo,89,27,8,5,2,2,0,5,
2020,AUTOR,Lo,89,27,9,0,1,0,0,1,
2020,AUTOR,Lo,89,27,10,0,1,0,0,1,
2020,AUTOR,VLo,90,41,1,0,0,1,0,1,0
2020,AUTOR,VLo,90,41,2,0,1,0,0,1,0
2020,AUTOR,VLo,90,41,3,0,0,0,1,1,0
2020,AUTOR,VLo,90,41,4,0,1,0,0,1,0
2020,AUTOR,VLo,90,41,5,1,4,1,0,6,1
2020,AUTOR,VLo,90,41,6,1,0,0,0,1,1
2020,AUTOR,VLo,90,41,7,0,1,0,0,1,2
2020,AUTOR,VLo,90,41,8,0,0,1,0,1,1
2020,AUTOR,VLo,90,41,9,4,1,2,0,4,2
2020,AUTOR,VLo,90,41,10,4,2,1,0,4,3
2020,AUTOR,VLo,90,41,11,5,2,1,0,4,2
2020,AUTOR,VLo,90,41,12,3,1,0,0,2,2
2020,AUTOR,VLo,90,41,13,5,1,0,0,2,1
2020,AUTOR,VLo,90,41,14,0,0,1,0,1,0
2020,AUTOR,VLo,90,41,15,0,0,1,0,1,1
2020,AUTOR,VLo,90,41,16,0,0,1,0,1,1
2020,AUTOR,VLo,90,41,17,0,0,1,0,1,1
2020,AUTOR,VLo,90,41,18,2,0,0,0,1,1
2020,AUTOR,VLo,90,41,19,3,0,0,0,1,1
2020,AUTOR,Sh,91,2,1,0,1,0,0,1,0
2020,AUTOR,Sh,91,2,2,2,3,0,0,4,1
2020,AUTOR,Me,92,18,1,0,0,0,1,1,0
2020,AUTOR,Me,92,18,2,0,0,0,1,1,0
2020,AUTOR,Me,92,18,3,0,1,0,0,1,0
2020,AUTOR,Me,92,18,4,0,0,1,0,1,0
2020,AUTOR,Me,92,18,5,6,4,1,0,6,2
2020,AUTOR,Me,92,18,6,2,1,3,0,5,2
2020,AUTOR,Me,92,18,7,0,1,0,0,1,1
2020,AUTOR,Sh,93,4,1,0,0,0,1,1,0
2020,AUTOR,Sh,93,4,2,0,0,0,1,1,0
2020,AUTOR,Sh,93,4,3,0,0,0,1,1,0
2020,AUTOR,Sh,93,4,4,2,1,0,0,2,1
2020,AUTOR,Sh,93,4,5,0,1,2,0,3,2
2020,AUTOR,Sh,94,3,1,0,0,1,0,1,0
2020,AUTOR,Sh,94,3,2,0,0,0,1,1,0
2020,AUTOR,Sh,94,3,3,0,1,0,0,1,1
2020,AUTOR,Sh,94,3,4,0,2,0,0,2,2
2020,AUTOR,VLo,95,43.5,1,0,0,1,0,1,0
2020,AUTOR,VLo,95,43.5,2,0,0,0,1,1,0
2020,AUTOR,VLo,95,43.5,3,0,0,0,1,1,0
2020,AUTOR,VLo,95,43.5,4,0,0,0,1,1,0
2020,AUTOR,VLo,95,43.5,5,0,0,1,0,1,1
2020,AUTOR,VLo,95,43.5,6,5,5,2,0,8,4
2020,AUTOR,VLo,95,43.5,7,5,0,3,0,4,2
2020,AUTOR,VLo,95,43.5,8,0,1,1,0,2,1
2020,AUTOR,VLo,95,43.5,9,5,2,1,0,4,3
2020,AUTOR,VLo,95,43.5,10,0,0,1,0,1,1
2020,AUTOR,VLo,95,43.5,11,0,0,1,0,1,1
2020,AUTOR,VLo,95,43.5,12,0,0,1,0,1,1
2020,AUTOR,VLo,95,43.5,13,0,0,1,0,1,1
2020,AUTOR,VLo,95,43.5,14,0,0,1,0,1,1
2020,AUTOR,VLo,95,43.5,15,4,2,1,0,4,4
2020,AUTOR,VLo,95,43.5,16,0,0,1,0,1,1
2020,AUTOR,Sh,96,2.5,1,0,0,1,0,1,
2020,AUTOR,Sh,96,2.5,2,0,0,0,1,1,
2020,AUTOR,Sh,96,2.5,3,3,0,1,0,2,
2020,AUTOR,Lo,97,26,1,0,0,0,1,1,0
2020,AUTOR,Lo,97,26,2,0,0,0,1,1,0
2020,AUTOR,Lo,97,26,3,0,1,0,0,1,1
2020,AUTOR,Lo,97,26,4,1,0,0,0,1,1
2020,AUTOR,Lo,97,26,5,4,1,3,0,5,1
2020,AUTOR,Lo,97,26,6,3,0,2,0,3,1
2020,AUTOR,Lo,97,26,7,0,1,0,0,1,1
2020,AUTOR,Lo,97,26,8,5,1,0,0,2,1
2020,AUTOR,Lo,97,26,9,0,0,1,0,1,1
2020,AUTOR,Me,98,16,1,0,0,0,1,1,
2020,AUTOR,Me,98,16,2,0,0,0,1,1,
2020,AUTOR,Me,98,16,3,0,0,0,1,1,
2020,AUTOR,Me,98,16,4,0,1,0,0,1,
2020,AUTOR,Me,98,16,5,1,0,1,0,2,
2020,AUTOR,Me,98,16,6,4,1,3,0,5,
2020,AUTOR,Me,98,16,7,2,0,3,0,4,
2020,AUTOR,Sh,99,2.5,1,2,1,0,0,2,1
2020,AUTOR,VLo,100,72,1,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,2,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,3,0,0,0,1,1,1
2020,AUTOR,VLo,100,72,4,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,5,0,2,0,0,2,1
2020,AUTOR,VLo,100,72,6,0,0,2,0,2,2
2020,AUTOR,VLo,100,72,7,0,1,1,0,2,1
2020,AUTOR,VLo,100,72,8,2,2,0,0,3,1
2020,AUTOR,VLo,100,72,9,2,2,2,0,5,1
2020,AUTOR,VLo,100,72,10,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,11,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,12,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,13,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,14,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,15,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,16,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,17,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,18,0,0,1,0,1,1
2020,AUTOR,VLo,100,72,19,0,0,1,0,1,1
2020,AUTOR,VLo,100,72,20,0,0,1,0,1,1
2020,AUTOR,VLo,100,72,21,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,22,0,1,0,0,1,1
2020,AUTOR,VLo,100,72,23,0,3,0,0,3,2
2020,AUTOR,Lo,101,32,1,0,0,0,1,1,
2020,AUTOR,Lo,101,32,2,4,1,0,0,2,
2020,AUTOR,Lo,101,32,3,1,1,1,0,3,
2020,AUTOR,Lo,101,32,4,2,0,2,0,3,
2020,AUTOR,Lo,101,32,5,4,2,0,0,3,
2020,AUTOR,Lo,101,32,6,0,0,1,0,1,
2020,AUTOR,Lo,101,32,7,2,0,2,0,3,
2020,AUTOR,Lo,101,32,8,5,1,1,0,3,
2020,AUTOR,Lo,101,32,9,5,1,0,0,2,
2020,AUTOR,Lo,101,32,10,0,1,0,0,1,
2020,AUTOR,Lo,101,32,11,4,2,0,0,3,
2020,AUTOR,Me,102,10,1,0,1,0,0,1,0
2020,AUTOR,Me,102,10,2,0,1,0,0,1,0
2020,AUTOR,Me,102,10,3,0,0,0,1,1,0
2020,AUTOR,Me,102,10,4,2,1,1,0,3,1
2020,AUTOR,Me,102,10,5,0,1,1,0,2,2
2020,AUTOR,Me,102,10,6,0,1,0,0,1,1
2020,AUTOR,Me,102,10,7,5,1,0,0,2,1
2020,AUTOR,Sh,103,2.5,1,0,0,0,1,1,0
2020,AUTOR,Sh,103,2.5,2,0,0,0,1,1,0
2020,AUTOR,Sh,103,2.5,3,0,0,1,0,1,0
2020,AUTOR,Sh,103,2.5,4,1,0,3,0,4,2
2020,AUTOR,Lo,104,33,1,0,1,0,0,1,0
2020,AUTOR,Lo,104,33,2,0,1,0,0,1,0
2020,AUTOR,Lo,104,33,3,0,1,0,0,1,0
2020,AUTOR,Lo,104,33,4,0,0,1,0,1,1
2020,AUTOR,Lo,104,33,5,0,1,3,0,4,2
2020,AUTOR,Lo,104,33,6,0,1,0,0,1,1
2020,AUTOR,Lo,104,33,7,0,0,1,0,1,1
2020,AUTOR,Lo,104,33,8,0,0,1,0,1,2
2020,AUTOR,Lo,104,33,9,0,0,1,0,1,2
2020,AUTOR,Lo,104,33,10,0,0,1,0,1,1
2020,AUTOR,Lo,104,33,11,0,1,0,0,1,1
2020,AUTOR,Lo,104,33,12,0,0,1,0,1,1
2020,AUTOR,Sh,105,2.5,1,0,0,1,0,1,1
2020,AUTOR,Sh,105,2.5,2,0,1,0,0,1,1
2020,AUTOR,Sh,105,2.5,3,3,1,1,0,3,1
2020,AUTOR,Sh,106,3.5,1,0,1,0,0,1,
2020,AUTOR,Sh,106,3.5,2,0,1,0,0,1,
2020,AUTOR,Sh,106,3.5,3,0,0,0,1,1,
2020,AUTOR,Sh,106,3.5,4,4,1,1,0,3,
2020,AUTOR,Lo,107,30,1,0,1,0,0,1,1
2020,AUTOR,Lo,107,30,2,0,0,1,0,1,1
2020,AUTOR,Lo,107,30,3,0,0,0,1,1,0
2020,AUTOR,Lo,107,30,4,0,2,1,0,3,2
2020,AUTOR,Lo,107,30,5,2,1,2,0,4,2
2020,AUTOR,Lo,107,30,6,0,0,1,0,1,2
2020,AUTOR,Lo,107,30,7,6,3,1,0,5,2
2020,AUTOR,Lo,107,30,8,0,0,1,0,1,2
2020,AUTOR,Lo,107,30,9,0,0,1,0,1,2
2020,AUTOR,Lo,107,30,10,0,0,1,0,1,2
2020,AUTOR,Lo,107,30,11,0,1,0,0,1,1
2020,AUTOR,Lo,107,30,12,0,0,1,0,1,1
2020,AUTOR,Lo,107,30,13,0,0,1,0,1,1
2020,AUTOR,Lo,108,25,1,0,1,0,0,1,
2020,AUTOR,Lo,108,25,2,0,0,1,0,1,
2020,AUTOR,Lo,108,25,3,2,3,0,0,4,
2020,AUTOR,Lo,108,25,4,0,2,1,0,3,
2020,AUTOR,Lo,108,25,5,0,1,0,0,1,
2020,AUTOR,Lo,108,25,6,0,0,1,0,1,
2020,AUTOR,Lo,108,25,7,0,0,1,0,1,
2020,AUTOR,Lo,108,25,8,0,0,1,0,1,
2020,AUTOR,Lo,108,25,9,0,1,0,0,1,
2020,AUTOR,Lo,108,25,10,4,2,0,0,3,
2020,AUTOR,Lo,108,25,11,0,0,1,0,1,
2020,AUTOR,Lo,108,25,12,0,0,1,0,1,
2020,AUTOR,Lo,108,25,13,0,1,1,0,2,
2020,AUTOR,Me,109,5.5,1,0,0,0,1,1,1
2020,AUTOR,Me,109,5.5,2,0,1,0,0,1,2
2020,AUTOR,Me,109,5.5,3,3,3,0,0,4,2
2020,AUTOR,Me,109,5.5,4,0,1,2,0,3,0
2020,AUTOR,Me,109,5.5,5,3,1,0,0,2,1
2020,AUTOR,Lo,110,33,1,0,0,0,1,1,0
2020,AUTOR,Lo,110,33,2,0,0,0,1,1,0
2020,AUTOR,Lo,110,33,3,0,0,0,1,1,0
2020,AUTOR,Lo,110,33,4,1,3,0,0,4,2
2020,AUTOR,Lo,110,33,5,1,1,2,0,4,2
2020,AUTOR,Lo,110,33,6,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,7,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,8,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,9,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,10,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,11,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,12,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,13,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,14,0,0,1,0,1,1
2020,AUTOR,Lo,110,33,15,0,1,0,0,1,1
2020,AUTOR,Lo,110,33,16,2,1,0,0,1,1
2020,AUTOR,VLo,111,43,1,0,0,0,1,1,1
2020,AUTOR,VLo,111,43,2,0,0,0,1,1,0
2020,AUTOR,VLo,111,43,3,0,0,0,1,1,0
2020,AUTOR,VLo,111,43,4,0,0,0,1,1,0
2020,AUTOR,VLo,111,43,5,0,1,0,0,1,0
2020,AUTOR,VLo,111,43,6,0,1,0,0,1,0
2020,AUTOR,VLo,111,43,7,4,2,0,0,3,0
2020,AUTOR,VLo,111,43,8,2,2,2,0,5,0
2020,AUTOR,VLo,111,43,9,0,1,0,0,1,2
2020,AUTOR,VLo,111,43,10,0,1,0,0,1,2
2020,AUTOR,VLo,111,43,11,0,0,1,0,1,1
2020,AUTOR,VLo,111,43,12,0,0,1,0,1,1
2020,AUTOR,VLo,111,43,13,0,0,1,0,1,1
2020,AUTOR,VLo,111,43,14,0,0,1,0,1,1
2020,AUTOR,VLo,111,43,15,0,0,1,0,1,1
2020,AUTOR,VLo,111,43,16,0,0,1,0,1,1
2020,AUTOR,VLo,111,43,17,0,1,0,0,1,1
2020,AUTOR,VLo,111,43,18,0,1,0,0,1,1
2020,AUTOR,VLo,111,43,19,0,1,0,0,1,1
2020,AUTOR,VLo,111,43,20,4,0,0,0,1,2
2020,AUTOR,Me,112,10.5,1,0,0,0,1,1,
2020,AUTOR,Me,112,10.5,2,0,0,0,1,1,
2020,AUTOR,Me,112,10.5,3,0,0,0,1,1,
2020,AUTOR,Me,112,10.5,4,0,0,0,1,1,
2020,AUTOR,Me,112,10.5,5,3,0,3,0,4,
2020,AUTOR,Me,112,10.5,6,1,2,1,0,4,
2020,AUTOR,Me,112,10.5,7,1,2,0,0,3,
2020,AUTOR,Sh,113,1.5,1,4,1,0,0,2,
2020,AUTOR,Sh,114,2,1,0,1,0,0,1,
2020,AUTOR,Sh,114,2,2,0,0,1,0,1,
2020,AUTOR,Sh,115,4.8,1,0,1,0,0,1,1
2020,AUTOR,Sh,115,4.8,2,0,0,1,0,1,1
2020,AUTOR,Sh,115,4.8,3,1,1,0,0,2,1
2020,AUTOR,Sh,115,4.8,4,2,1,1,0,3,1
2020,AUTOR,Lo,116,38.5,1,0,1,0,0,1,0
2020,AUTOR,Lo,116,38.5,2,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,3,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,4,0,0,0,1,1,0
2020,AUTOR,Lo,116,38.5,5,4,2,1,0,4,2
2020,AUTOR,Lo,116,38.5,6,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,7,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,8,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,9,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,10,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,11,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,12,0,0,1,0,1,1
2020,AUTOR,Lo,116,38.5,13,1,1,0,0,2,1
2020,AUTOR,VLo,117,43.5,1,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,2,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,3,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,4,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,5,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,6,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,7,2,1,3,0,5,2
2020,AUTOR,VLo,117,43.5,8,4,1,3,0,5,2
2020,AUTOR,VLo,117,43.5,9,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,10,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,11,0,0,1,0,1,1
2020,AUTOR,VLo,117,43.5,12,0,0,1,0,1,1
2020,AUTOR,VLo,117,43.5,13,0,0,1,0,1,1
2020,AUTOR,VLo,117,43.5,14,0,0,1,0,1,1
2020,AUTOR,VLo,117,43.5,15,0,0,1,0,1,1
2020,AUTOR,VLo,117,43.5,16,0,0,1,0,1,1
2020,AUTOR,VLo,117,43.5,17,0,1,0,0,1,1
2020,AUTOR,VLo,117,43.5,18,0,2,0,0,2,1
2020,AUTOR,Sh,118,2,1,0,1,0,0,1,0
2020,AUTOR,Sh,118,2,2,0,2,2,0,4,2
2020,AUTOR,Me,119,7,1,0,1,0,0,1,
2020,AUTOR,Me,119,7,2,0,1,0,0,1,
2020,AUTOR,Me,119,7,3,0,0,1,0,1,
2020,AUTOR,Me,119,7,4,0,0,1,0,1,
2020,AUTOR,Me,119,7,5,0,1,0,0,1,
2020,AUTOR,Me,119,7,6,2,0,0,0,1,
2020,AUTOR,VLo,120,40.5,1,0,1,0,0,1,
2020,AUTOR,VLo,120,40.5,2,0,1,0,0,1,
2020,AUTOR,VLo,120,40.5,3,0,1,0,0,1,
2020,AUTOR,VLo,120,40.5,4,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,5,1,1,2,0,4,
2020,AUTOR,VLo,120,40.5,6,1,0,3,0,4,
2020,AUTOR,VLo,120,40.5,7,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,8,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,9,5,2,0,0,3,
2020,AUTOR,VLo,120,40.5,10,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,11,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,12,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,13,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,14,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,15,0,0,1,0,1,
2020,AUTOR,VLo,120,40.5,16,0,2,1,0,3,
