"","ï..year","thesis","length","shoot1yo","length1yo","rank1yo","c","v","m","b","X.oss","X.newshoots"
"348",2020,"AUTOR","Lo",36,27.6,1,0,0,1,0,1,1
"349",2020,"AUTOR","Lo",36,27.6,2,2,0,4,0,5,2
"350",2020,"AUTOR","Lo",36,27.6,3,4,3,0,0,4,2
"351",2020,"AUTOR","Lo",36,27.6,4,0,0,1,0,1,1
"352",2020,"AUTOR","Lo",36,27.6,5,0,0,1,0,1,1
"353",2020,"AUTOR","Lo",36,27.6,6,0,0,1,0,1,1
"354",2020,"AUTOR","Lo",36,27.6,7,0,0,1,0,1,1
"355",2020,"AUTOR","Lo",36,27.6,8,0,0,1,0,1,1
"356",2020,"AUTOR","Lo",36,27.6,9,0,0,1,0,1,1
"357",2020,"AUTOR","Me",37,18.2,1,0,0,1,0,1,1
"358",2020,"AUTOR","Me",37,18.2,2,0,2,0,0,2,1
"359",2020,"AUTOR","Me",37,18.2,3,0,0,1,0,1,1
"360",2020,"AUTOR","Me",37,18.2,4,0,0,1,0,1,1
"361",2020,"AUTOR","Me",37,18.2,5,0,0,1,0,1,1
"362",2020,"AUTOR","Me",37,18.2,6,0,0,1,0,1,1
"363",2020,"AUTOR","Me",37,18.2,7,0,1,0,0,1,1
"364",2020,"AUTOR","Lo",38,36.5,1,0,1,0,0,1,1
"365",2020,"AUTOR","Lo",38,36.5,2,0,0,1,0,1,1
"366",2020,"AUTOR","Lo",38,36.5,3,0,0,1,0,1,1
"367",2020,"AUTOR","Lo",38,36.5,4,2,0,6,0,7,2
"368",2020,"AUTOR","Lo",38,36.5,5,0,1,0,0,1,1
"369",2020,"AUTOR","Lo",38,36.5,6,0,0,1,0,1,1
"370",2020,"AUTOR","Lo",38,36.5,7,0,0,1,0,1,1
"371",2020,"AUTOR","Lo",38,36.5,8,0,0,1,0,1,1
"372",2020,"AUTOR","Lo",38,36.5,9,0,1,0,0,1,1
"373",2020,"AUTOR","Lo",38,36.5,10,0,2,0,0,2,1
"374",2020,"AUTOR","Sh",39,1,1,0,0,1,0,1,1
"375",2020,"AUTOR","Me",40,18,1,0,1,0,0,1,0
"376",2020,"AUTOR","Me",40,18,2,0,0,0,1,1,0
"377",2020,"AUTOR","Me",40,18,3,0,0,0,1,1,0
"378",2020,"AUTOR","Me",40,18,4,0,1,0,0,1,0
"379",2020,"AUTOR","Me",40,18,5,2,1,0,0,2,2
"380",2020,"AUTOR","Me",40,18,6,3,2,1,0,4,2
"381",2020,"AUTOR","Me",40,18,7,0,1,1,0,2,1
"382",2020,"AUTOR","Me",40,18,8,0,0,1,0,1,1
"383",2020,"AUTOR","Me",40,18,9,0,0,1,0,1,1
"384",2020,"AUTOR","Me",41,5.5,1,1,0,0,0,1,0
"385",2020,"AUTOR","Me",41,5.5,2,0,0,1,0,1,1
"386",2020,"AUTOR","Me",41,5.5,3,3,2,0,0,3,1
"387",2020,"AUTOR","Me",41,5.5,4,4,1,1,0,3,1
"388",2020,"AUTOR","Me",41,5.5,5,0,0,1,0,1,1
"389",2020,"AUTOR","Me",41,5.5,6,0,0,1,0,1,1
"390",2020,"AUTOR","Me",42,7,1,0,1,0,0,1,0
"391",2020,"AUTOR","Me",42,7,2,0,0,0,1,1,0
"392",2020,"AUTOR","Me",42,7,3,0,0,1,0,1,1
"393",2020,"AUTOR","Me",42,7,4,4,3,0,0,4,1
"394",2020,"AUTOR","Me",42,7,5,4,0,6,0,7,1
"402",2020,"AUTOR","VLo",44,42.6,1,0,1,0,0,1,1
"403",2020,"AUTOR","VLo",44,42.6,2,0,1,0,0,1,0
"404",2020,"AUTOR","VLo",44,42.6,3,0,0,1,0,1,1
"405",2020,"AUTOR","VLo",44,42.6,4,4,2,0,0,3,1
"406",2020,"AUTOR","VLo",44,42.6,5,0,0,1,0,1,1
"407",2020,"AUTOR","VLo",44,42.6,6,0,1,0,0,1,1
"408",2020,"AUTOR","VLo",44,42.6,7,0,0,1,0,1,1
"409",2020,"AUTOR","VLo",44,42.6,8,0,0,1,0,1,1
"410",2020,"AUTOR","VLo",44,42.6,9,0,0,1,0,1,1
"411",2020,"AUTOR","VLo",44,42.6,10,0,0,1,0,1,1
"412",2020,"AUTOR","VLo",44,42.6,11,0,0,1,0,1,1
"413",2020,"AUTOR","VLo",44,42.6,12,0,0,1,0,1,1
"414",2020,"AUTOR","VLo",44,42.6,13,0,0,1,0,1,1
"415",2020,"AUTOR","VLo",44,42.6,14,5,3,3,0,7,1
"416",2020,"AUTOR","Lo",45,34,1,0,1,0,0,1,0
"417",2020,"AUTOR","Lo",45,34,2,0,0,1,0,1,0
"418",2020,"AUTOR","Lo",45,34,3,0,0,1,0,1,1
"419",2020,"AUTOR","Lo",45,34,4,1,1,0,0,2,1
"420",2020,"AUTOR","Lo",45,34,5,0,1,0,0,1,1
"421",2020,"AUTOR","Lo",45,34,6,0,0,1,0,1,1
"422",2020,"AUTOR","Lo",45,34,7,0,0,1,0,1,1
"423",2020,"AUTOR","Lo",45,34,8,0,0,1,0,1,1
"424",2020,"AUTOR","Lo",45,34,9,0,0,1,0,1,1
"425",2020,"AUTOR","Lo",45,34,10,0,0,1,0,1,1
"426",2020,"AUTOR","Lo",45,34,11,0,0,1,0,1,1
"427",2020,"AUTOR","Lo",45,34,12,0,0,1,0,1,1
"428",2020,"AUTOR","Lo",45,34,13,0,0,2,0,2,1
"429",2020,"AUTOR","VLo",46,43,1,0,0,1,0,1,0
"430",2020,"AUTOR","VLo",46,43,2,0,0,1,0,1,1
"431",2020,"AUTOR","VLo",46,43,3,0,0,0,1,1,1
"432",2020,"AUTOR","VLo",46,43,4,0,0,1,0,1,1
"433",2020,"AUTOR","VLo",46,43,5,0,0,1,0,1,1
"434",2020,"AUTOR","VLo",46,43,6,3,0,2,0,3,1
"435",2020,"AUTOR","VLo",46,43,7,0,1,0,0,1,1
"436",2020,"AUTOR","VLo",46,43,8,0,0,1,0,1,2
"437",2020,"AUTOR","VLo",46,43,9,0,0,1,0,1,1
"438",2020,"AUTOR","VLo",46,43,10,0,0,1,0,1,2
"439",2020,"AUTOR","VLo",46,43,11,4,2,1,0,4,3
"440",2020,"AUTOR","VLo",46,43,12,0,1,0,0,1,1
"441",2020,"AUTOR","VLo",46,43,13,0,0,1,0,1,1
"442",2020,"AUTOR","VLo",46,43,14,0,1,0,0,1,1
"443",2020,"AUTOR","VLo",46,43,15,2,1,0,0,2,1
"444",2020,"AUTOR","VLo",46,43,16,0,0,1,0,1,1
"445",2020,"AUTOR","VLo",46,43,17,0,0,1,0,1,1
"446",2020,"AUTOR","VLo",46,43,18,8,1,0,0,2,1
"447",2020,"AUTOR","VLo",47,52,1,0,1,0,0,1,2
"448",2020,"AUTOR","VLo",47,52,2,0,0,0,1,1,2
"449",2020,"AUTOR","VLo",47,52,3,0,0,0,1,1,1
"450",2020,"AUTOR","VLo",47,52,4,0,0,0,1,1,1
"451",2020,"AUTOR","VLo",47,52,5,0,0,1,0,1,2
"452",2020,"AUTOR","VLo",47,52,6,0,0,2,0,2,2
"453",2020,"AUTOR","VLo",47,52,7,1,3,0,0,4,1
"454",2020,"AUTOR","VLo",47,52,8,0,0,1,0,1,1
"455",2020,"AUTOR","VLo",47,52,9,0,0,1,0,1,1
"456",2020,"AUTOR","VLo",47,52,10,5,3,0,0,4,2
"457",2020,"AUTOR","VLo",47,52,11,0,0,1,0,1,1
"458",2020,"AUTOR","VLo",47,52,12,4,2,1,0,4,3
"459",2020,"AUTOR","VLo",47,52,13,0,1,0,0,1,1
"460",2020,"AUTOR","VLo",47,52,14,0,0,2,0,2,1
"461",2020,"AUTOR","VLo",47,52,15,0,0,1,0,1,1
"462",2020,"AUTOR","VLo",47,52,16,4,1,1,0,3,1
"463",2020,"AUTOR","VLo",47,52,17,0,0,1,0,1,1
"464",2020,"AUTOR","VLo",47,52,18,0,0,1,0,1,1
"465",2020,"AUTOR","VLo",47,52,19,5,1,4,0,6,1
"466",2020,"AUTOR","Sh",48,4.5,1,0,0,0,1,1,0
"467",2020,"AUTOR","Sh",48,4.5,2,0,0,0,1,1,0
"468",2020,"AUTOR","Sh",48,4.5,3,0,0,0,1,1,0
"469",2020,"AUTOR","Sh",48,4.5,4,0,0,0,1,1,0
"470",2020,"AUTOR","Sh",48,4.5,5,3,1,3,0,5,2
"471",2020,"AUTOR","Lo",49,25,1,0,1,0,0,1,0
"472",2020,"AUTOR","Lo",49,25,2,0,0,0,1,1,0
"473",2020,"AUTOR","Lo",49,25,3,0,0,0,1,1,0
"474",2020,"AUTOR","Lo",49,25,4,0,0,0,1,1,0
"475",2020,"AUTOR","Lo",49,25,5,2,2,0,0,3,2
"476",2020,"AUTOR","Lo",49,25,6,0,0,1,0,1,1
"477",2020,"AUTOR","Lo",49,25,7,1,1,2,0,4,2
"478",2020,"AUTOR","Lo",49,25,8,0,0,1,0,1,1
"479",2020,"AUTOR","Lo",49,25,9,0,0,1,0,1,1
"480",2020,"AUTOR","Lo",49,25,10,0,0,1,0,1,1
"481",2020,"AUTOR","Lo",49,25,11,4,1,0,0,2,1
"482",2020,"AUTOR","Me",50,19,1,0,0,0,1,1,0
"483",2020,"AUTOR","Me",50,19,2,0,0,0,1,1,0
"484",2020,"AUTOR","Me",50,19,3,0,0,0,1,1,0
"485",2020,"AUTOR","Me",50,19,4,0,1,0,0,1,1
"486",2020,"AUTOR","Me",50,19,5,3,0,2,0,3,1
"487",2020,"AUTOR","Me",50,19,6,0,0,1,0,1,1
"488",2020,"AUTOR","Me",50,19,7,4,1,1,0,3,2
"489",2020,"AUTOR","Sh",51,4.5,1,0,0,0,1,1,0
"490",2020,"AUTOR","Sh",51,4.5,2,0,0,0,1,1,0
"491",2020,"AUTOR","Sh",51,4.5,3,2,1,0,0,2,1
"492",2020,"AUTOR","Sh",52,2,1,0,1,0,0,1,1
"493",2020,"AUTOR","Sh",52,2,2,0,0,1,0,1,1
"494",2020,"AUTOR","VLo",53,54,1,0,0,0,1,1,0
"495",2020,"AUTOR","VLo",53,54,2,0,0,0,1,1,1
"496",2020,"AUTOR","VLo",53,54,3,0,0,0,1,1,0
"497",2020,"AUTOR","VLo",53,54,4,0,0,0,1,1,0
"498",2020,"AUTOR","VLo",53,54,5,0,0,1,0,1,1
"499",2020,"AUTOR","VLo",53,54,6,6,0,1,0,2,2
"500",2020,"AUTOR","VLo",53,54,7,0,0,1,0,1,1
"501",2020,"AUTOR","VLo",53,54,8,0,0,1,0,1,1
"502",2020,"AUTOR","VLo",53,54,9,0,0,1,0,1,1
"503",2020,"AUTOR","VLo",53,54,10,0,0,1,0,1,1
"504",2020,"AUTOR","VLo",53,54,11,0,0,1,0,1,1
"505",2020,"AUTOR","VLo",53,54,12,0,0,1,0,1,1
"506",2020,"AUTOR","VLo",53,54,13,0,0,1,0,1,1
"507",2020,"AUTOR","VLo",53,54,14,0,0,1,0,1,1
"508",2020,"AUTOR","VLo",53,54,15,0,0,1,0,1,1
"509",2020,"AUTOR","Me",54,8.5,1,0,1,0,0,1,1
"510",2020,"AUTOR","Me",54,8.5,2,0,0,0,1,1,1
"511",2020,"AUTOR","Me",54,8.5,3,0,0,1,0,1,1
"512",2020,"AUTOR","Me",54,8.5,4,0,0,0,1,1,0
"513",2020,"AUTOR","Me",54,8.5,5,3,2,2,0,5,2
"514",2020,"AUTOR","Me",54,8.5,6,3,0,3,0,4,1
"515",2020,"AUTOR","Me",54,8.5,7,0,1,0,0,1,1
"516",2020,"AUTOR","Me",55,6,1,0,1,0,0,1,0
"517",2020,"AUTOR","Me",55,6,2,0,1,0,0,1,1
"518",2020,"AUTOR","Me",55,6,3,0,1,0,0,1,1
"519",2020,"AUTOR","Me",55,6,4,0,0,1,0,1,1
"520",2020,"AUTOR","Me",55,6,5,0,0,1,0,1,2
"521",2020,"AUTOR","Me",56,10.2,1,0,0,0,1,1,0
"522",2020,"AUTOR","Me",56,10.2,2,0,1,0,0,1,1
"523",2020,"AUTOR","Me",56,10.2,3,0,0,0,1,1,0
"524",2020,"AUTOR","Me",56,10.2,4,0,1,1,0,2,1
"525",2020,"AUTOR","Me",56,10.2,5,3,2,1,0,4,2
"526",2020,"AUTOR","Me",56,10.2,6,3,0,2,0,3,1
"527",2020,"AUTOR","Me",56,10.2,7,0,0,2,0,2,1
"528",2020,"AUTOR","Me",56,10.2,8,0,1,0,0,1,1
"529",2020,"AUTOR","Me",57,12,1,0,0,0,1,1,0
"530",2020,"AUTOR","Me",57,12,2,0,0,0,1,1,0
"531",2020,"AUTOR","Me",57,12,3,0,0,0,1,1,0
"532",2020,"AUTOR","Me",57,12,4,0,0,1,0,1,1
"533",2020,"AUTOR","Me",57,12,5,3,2,3,0,6,2
"534",2020,"AUTOR","Me",57,12,6,1,0,2,0,3,2
"535",2020,"AUTOR","Sh",58,2,1,0,0,0,1,1,1
"536",2020,"AUTOR","Sh",58,2,2,2,0,1,0,2,1
"537",2020,"AUTOR","Sh",58,2,3,0,1,0,0,1,1
"538",2020,"AUTOR","VLo",59,54,1,0,0,0,1,1,0
"539",2020,"AUTOR","VLo",59,54,2,0,0,0,1,1,0
"540",2020,"AUTOR","VLo",59,54,3,0,0,0,1,1,0
"541",2020,"AUTOR","VLo",59,54,4,0,0,0,1,1,0
"542",2020,"AUTOR","VLo",59,54,5,0,0,0,1,1,0
"543",2020,"AUTOR","VLo",59,54,6,3,0,2,0,3,2
"544",2020,"AUTOR","VLo",59,54,7,0,0,2,0,2,1
"545",2020,"AUTOR","VLo",59,54,8,0,1,0,0,1,1
"546",2020,"AUTOR","VLo",59,54,9,0,0,1,0,1,1
"547",2020,"AUTOR","VLo",59,54,10,0,0,1,0,1,1
"548",2020,"AUTOR","VLo",59,54,11,0,0,1,0,1,1
"549",2020,"AUTOR","VLo",59,54,12,0,1,1,0,2,1
"550",2020,"AUTOR","VLo",59,54,13,0,0,1,0,1,1
"551",2020,"AUTOR","VLo",59,54,14,0,1,1,0,2,1
"552",2020,"AUTOR","VLo",59,54,15,0,2,0,0,2,2
"553",2020,"AUTOR","VLo",59,54,16,0,1,0,0,1,1
"554",2020,"AUTOR","VLo",59,54,17,0,0,1,0,1,1
"555",2020,"AUTOR","VLo",59,54,18,0,1,0,0,1,1
"556",2020,"AUTOR","VLo",59,54,19,0,1,0,0,1,1
"557",2020,"AUTOR","VLo",59,54,20,4,2,0,0,3,2
"558",2020,"AUTOR","VLo",59,54,21,0,1,0,0,1,1
"559",2020,"AUTOR","VLo",59,54,22,0,1,0,0,1,1
"560",2020,"AUTOR","Sh",60,3,1,0,0,0,1,1,0
"561",2020,"AUTOR","Sh",60,3,2,0,1,0,0,1,1
"562",2020,"AUTOR","Sh",60,3,3,4,2,0,0,3,1
"563",2020,"AUTOR","VLo",61,46,1,0,1,0,0,1,0
"564",2020,"AUTOR","VLo",61,46,2,0,1,0,0,1,1
"565",2020,"AUTOR","VLo",61,46,3,0,1,0,0,1,1
"566",2020,"AUTOR","VLo",61,46,4,0,1,0,0,1,1
"567",2020,"AUTOR","VLo",61,46,5,0,1,0,0,1,1
"568",2020,"AUTOR","VLo",61,46,6,0,1,0,0,1,1
"569",2020,"AUTOR","VLo",61,46,7,0,1,0,0,1,1
"570",2020,"AUTOR","VLo",61,46,8,0,1,0,0,1,1
"571",2020,"AUTOR","VLo",61,46,9,0,1,1,0,2,1
"572",2020,"AUTOR","VLo",61,46,10,0,1,0,0,1,1
"573",2020,"AUTOR","VLo",61,46,11,0,1,1,0,2,1
"574",2020,"AUTOR","VLo",61,46,12,0,0,1,0,1,1
"575",2020,"AUTOR","VLo",61,46,13,0,1,1,0,2,1
"576",2020,"AUTOR","VLo",61,46,14,0,0,1,0,1,1
"577",2020,"AUTOR","VLo",61,46,15,0,1,1,0,2,1
"578",2020,"AUTOR","VLo",61,46,16,0,0,1,0,1,1
"579",2020,"AUTOR","VLo",61,46,17,0,1,0,0,1,1
"580",2020,"AUTOR","VLo",61,46,18,0,0,1,0,1,1
"581",2020,"AUTOR","VLo",61,46,19,0,1,0,0,1,1
"582",2020,"AUTOR","VLo",61,46,20,0,2,0,0,2,1
"583",2020,"AUTOR","Me",62,9,1,0,0,1,0,1,0
"584",2020,"AUTOR","Me",62,9,2,0,1,0,0,1,0
"585",2020,"AUTOR","Me",62,9,3,0,0,0,1,1,1
"586",2020,"AUTOR","Me",62,9,4,0,0,1,0,1,0
"587",2020,"AUTOR","Me",62,9,5,2,1,0,0,2,1
"588",2020,"AUTOR","Me",62,9,6,0,0,1,0,1,1
"589",2020,"AUTOR","Me",62,9,7,0,0,1,0,1,1
"590",2020,"AUTOR","Me",62,9,8,0,1,0,0,1,0
"591",2020,"AUTOR","Sh",63,4.8,1,1,0,0,0,1,1
"592",2020,"AUTOR","Sh",63,4.8,2,0,1,0,0,1,1
"593",2020,"AUTOR","Sh",63,4.8,3,4,0,3,0,4,2
"594",2020,"AUTOR","Lo",64,28,1,0,1,0,0,1,0
"595",2020,"AUTOR","Lo",64,28,2,0,0,0,1,1,1
"596",2020,"AUTOR","Lo",64,28,3,0,0,0,1,1,0
"597",2020,"AUTOR","Lo",64,28,4,0,1,0,0,1,0
"598",2020,"AUTOR","Lo",64,28,5,2,3,0,0,4,1
"599",2020,"AUTOR","Lo",64,28,6,2,0,3,0,4,2
"600",2020,"AUTOR","Lo",64,28,7,3,3,0,0,4,2
"601",2020,"AUTOR","Lo",64,28,8,3,1,0,0,2,1
"602",2020,"AUTOR","Lo",64,28,9,0,0,1,0,1,1
"603",2020,"AUTOR","Lo",64,28,10,0,0,0,1,1,0
"604",2020,"AUTOR","Lo",64,28,11,0,0,1,0,1,1
"605",2020,"AUTOR","Lo",64,28,12,0,0,1,0,1,1
"606",2020,"AUTOR","Lo",64,28,13,0,0,1,0,1,1
"607",2020,"AUTOR","Lo",64,28,14,0,1,0,0,1,1
"608",2020,"AUTOR","Lo",64,28,15,0,1,0,0,1,1
"609",2020,"AUTOR","Lo",64,28,16,4,0,0,0,1,1
"610",2020,"AUTOR","Me",65,10,1,0,0,1,0,1,0
"611",2020,"AUTOR","Me",65,10,2,0,0,0,1,1,0
"612",2020,"AUTOR","Me",65,10,3,0,0,0,1,1,0
"613",2020,"AUTOR","Me",65,10,4,0,0,0,1,1,0
"614",2020,"AUTOR","Me",65,10,5,4,0,3,0,4,2
"615",2020,"AUTOR","Me",65,10,6,4,0,5,0,6,1
"616",2020,"AUTOR","VLo",66,58,1,0,1,0,0,1,0
"617",2020,"AUTOR","VLo",66,58,2,0,1,0,0,1,0
"618",2020,"AUTOR","VLo",66,58,3,0,0,0,1,1,0
"619",2020,"AUTOR","VLo",66,58,4,0,0,0,1,1,0
"620",2020,"AUTOR","VLo",66,58,5,0,0,0,1,1,0
"621",2020,"AUTOR","VLo",66,58,6,0,0,0,1,1,1
"622",2020,"AUTOR","VLo",66,58,7,1,2,2,0,5,1
"623",2020,"AUTOR","VLo",66,58,8,0,0,1,0,1,1
"624",2020,"AUTOR","VLo",66,58,9,0,0,1,0,1,1
"625",2020,"AUTOR","VLo",66,58,10,0,0,0,1,1,1
"626",2020,"AUTOR","VLo",66,58,11,0,0,1,0,1,2
"627",2020,"AUTOR","VLo",66,58,12,0,0,1,0,1,1
"628",2020,"AUTOR","VLo",66,58,13,0,0,1,0,1,1
"629",2020,"AUTOR","VLo",66,58,14,0,0,1,0,1,1
"630",2020,"AUTOR","VLo",66,58,15,0,0,1,0,1,1
"631",2020,"AUTOR","VLo",66,58,16,0,0,1,0,1,1
"632",2020,"AUTOR","VLo",66,58,17,0,0,1,0,1,1
"633",2020,"AUTOR","VLo",66,58,18,0,0,1,0,1,1
"634",2020,"AUTOR","VLo",66,58,19,0,2,0,0,2,1
"635",2020,"AUTOR","Lo",67,26.5,1,0,1,0,0,1,0
"636",2020,"AUTOR","Lo",67,26.5,2,0,0,0,1,1,0
"637",2020,"AUTOR","Lo",67,26.5,3,0,0,0,1,1,0
"638",2020,"AUTOR","Lo",67,26.5,4,2,3,0,0,4,2
"639",2020,"AUTOR","Lo",67,26.5,5,4,1,2,0,4,2
"640",2020,"AUTOR","Lo",67,26.5,6,0,0,1,0,1,1
"641",2020,"AUTOR","Lo",67,26.5,7,0,0,1,0,1,1
"642",2020,"AUTOR","Lo",67,26.5,8,0,0,1,0,1,1
"643",2020,"AUTOR","Lo",67,26.5,9,0,0,1,0,1,1
"644",2020,"AUTOR","Lo",67,26.5,10,0,0,1,0,1,1
"645",2020,"AUTOR","Lo",67,26.5,11,4,2,0,0,3,1
"646",2020,"AUTOR","Lo",67,26.5,12,0,0,1,0,1,1
"647",2020,"AUTOR","Lo",68,26.5,1,0,0,0,1,1,0
"648",2020,"AUTOR","Lo",68,26.5,2,0,0,0,1,1,0
"649",2020,"AUTOR","Lo",68,26.5,3,0,0,0,1,1,0
"650",2020,"AUTOR","Lo",68,26.5,4,0,1,0,0,1,1
"651",2020,"AUTOR","Lo",68,26.5,5,3,2,1,0,4,2
"652",2020,"AUTOR","Lo",68,26.5,6,4,0,3,0,4,1
"653",2020,"AUTOR","Lo",68,26.5,7,0,1,0,0,1,1
"654",2020,"AUTOR","Lo",68,26.5,8,0,0,1,0,1,1
"655",2020,"AUTOR","Lo",68,26.5,9,0,0,1,0,1,1
"656",2020,"AUTOR","Lo",68,26.5,10,0,0,1,0,1,1
"657",2020,"AUTOR","Lo",68,26.5,11,2,0,0,0,1,1
"658",2020,"AUTOR","Lo",68,26.5,12,0,1,0,0,1,1
"659",2020,"AUTOR","Lo",68,26.5,13,0,1,0,0,1,1
"660",2020,"AUTOR","Me",69,6.5,1,0,0,0,1,1,1
"661",2020,"AUTOR","Me",69,6.5,2,0,0,1,0,1,1
"662",2020,"AUTOR","Me",69,6.5,3,2,1,2,0,4,1
"663",2020,"AUTOR","Me",69,6.5,4,1,1,1,0,3,1
"664",2020,"AUTOR","VLo",70,42,1,0,1,0,0,1,0
"665",2020,"AUTOR","VLo",70,42,2,0,0,0,1,1,1
"666",2020,"AUTOR","VLo",70,42,3,0,0,0,1,1,1
"667",2020,"AUTOR","VLo",70,42,4,0,0,0,1,1,1
"668",2020,"AUTOR","VLo",70,42,5,0,1,0,0,1,0
"669",2020,"AUTOR","VLo",70,42,6,5,4,0,0,5,0
"670",2020,"AUTOR","VLo",70,42,7,4,3,1,0,5,1
"671",2020,"AUTOR","VLo",70,42,8,4,2,2,0,5,2
"672",2020,"AUTOR","VLo",70,42,9,0,1,0,0,1,1
"673",2020,"AUTOR","VLo",70,42,10,0,0,1,0,1,1
"674",2020,"AUTOR","VLo",70,42,11,5,2,0,0,3,2
"675",2020,"AUTOR","VLo",70,42,12,0,1,0,0,1,1
"676",2020,"AUTOR","VLo",70,42,13,0,0,1,0,1,1
"677",2020,"AUTOR","VLo",70,42,14,0,0,1,0,1,2
"678",2020,"AUTOR","VLo",70,42,15,0,0,1,0,1,1
"679",2020,"AUTOR","VLo",70,42,16,0,0,1,0,1,1
"680",2020,"AUTOR","Sh",71,5,1,0,1,0,0,1,0
"681",2020,"AUTOR","Sh",71,5,2,0,0,1,0,1,1
"682",2020,"AUTOR","Sh",71,5,3,1,1,0,0,2,1
"683",2020,"AUTOR","Sh",71,5,4,1,1,1,0,3,1
"684",2020,"AUTOR","Sh",71,5,5,3,0,3,0,4,1
"685",2020,"AUTOR","Sh",72,3,1,0,1,0,0,1,1
"686",2020,"AUTOR","Sh",72,3,2,0,1,0,0,1,1
"687",2020,"AUTOR","Sh",72,3,3,4,2,0,0,3,1
"688",2020,"AUTOR","Lo",73,38.5,1,0,1,0,0,1,0
"689",2020,"AUTOR","Lo",73,38.5,2,0,1,0,0,1,0
"690",2020,"AUTOR","Lo",73,38.5,3,0,1,1,0,2,1
"691",2020,"AUTOR","Lo",73,38.5,4,0,0,1,0,1,1
"692",2020,"AUTOR","Lo",73,38.5,5,2,2,1,0,4,3
"693",2020,"AUTOR","Lo",73,38.5,6,3,2,1,0,4,3
"694",2020,"AUTOR","Lo",73,38.5,7,0,0,1,0,1,1
"695",2020,"AUTOR","Lo",73,38.5,8,0,0,0,1,1,0
"696",2020,"AUTOR","Lo",73,38.5,9,0,0,1,0,1,2
