"tesi","Length","type","shoot","Tree","rank_node","c","v","m","cl","nu","b","tot_buds","new_shoots","n_lateral_buds","n_apical_buds","which_apicals"
"AUTOR",39,"Lo",23,8,10,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",39,"Lo",23,8,11,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",39,"Lo",23,8,12,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",39,"Lo",23,8,13,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",1.5,"Sh",24,8,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",1.5,"Sh",24,8,2,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,1,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,2,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,3,1,0,3,1,3,0,4,1,4,0,NA
"AUTOR",41.5,"VLo",25,8,4,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,5,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,6,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,7,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,8,0,1,1,1,3,0,2,1,2,0,NA
"AUTOR",41.5,"VLo",25,8,9,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,10,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,11,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,12,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,13,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",41.5,"VLo",25,8,14,0,1,0,0,0,0,2,0,1,1,"V"
"AUTOR",4,"Sh",26,8,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",4,"Sh",26,8,2,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",4,"Sh",26,8,3,0,2,1,1,1,0,3,1,3,0,NA
"AUTOR",4,"Sh",26,8,4,0,0,2,1,4,0,2,1,2,0,NA
"AUTOR",4,"Sh",26,8,5,1,1,0,0,0,0,3,0,2,1,"M"
"AUTOR",29.8,"Lo",27,8,1,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",29.8,"Lo",27,8,2,1,2,0,0,0,0,3,2,3,0,NA
"AUTOR",29.8,"Lo",27,8,3,1,0,2,2,2,0,3,1,3,0,NA
"AUTOR",29.8,"Lo",27,8,4,0,1,3,1,1,0,4,1,4,0,NA
"AUTOR",29.8,"Lo",27,8,5,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",29.8,"Lo",27,8,6,1,1,1,1,2,0,3,2,3,0,NA
"AUTOR",29.8,"Lo",27,8,7,1,0,1,1,2,0,2,1,2,0,NA
"AUTOR",29.8,"Lo",27,8,8,1,1,0,0,0,0,2,1,2,0,NA
"AUTOR",29.8,"Lo",27,8,9,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",4.2,"Sh",28,8,1,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",4.2,"Sh",28,8,2,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",4.2,"Sh",28,8,3,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",35,"Lo",29,8,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",35,"Lo",29,8,2,1,0,1,1,2,0,2,0,2,0,NA
"AUTOR",35,"Lo",29,8,3,1,1,1,1,1,0,3,1,3,0,NA
"AUTOR",35,"Lo",29,8,4,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",35,"Lo",29,8,5,1,1,2,0,0,0,4,2,4,0,NA
"AUTOR",35,"Lo",29,8,6,1,0,1,1,2,0,2,1,2,0,NA
"AUTOR",35,"Lo",29,8,7,1,3,0,0,0,0,4,2,4,0,NA
"AUTOR",35,"Lo",29,8,8,1,1,1,0,0,0,3,2,3,0,NA
"AUTOR",35,"Lo",29,8,9,1,2,1,1,3,0,4,2,4,0,NA
"AUTOR",35,"Lo",29,8,10,1,1,0,0,0,0,2,1,2,0,NA
"AUTOR",35,"Lo",29,8,11,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",35,"Lo",29,8,12,1,2,0,0,0,0,4,0,3,1,"V"
"AUTOR",49.6,"VLo",30,8,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",49.6,"VLo",30,8,2,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",49.6,"VLo",30,8,3,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,4,1,0,0,0,0,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,5,1,2,3,1,1,0,6,2,6,0,NA
"AUTOR",49.6,"VLo",30,8,6,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,7,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,8,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,9,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,10,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,11,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,12,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,13,0,0,1,1,5,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,14,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,15,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,16,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",49.6,"VLo",30,8,17,0,1,0,0,0,0,2,0,1,1,"V"
"AUTOR",3,"Sh",31,8,1,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",3,"Sh",31,8,2,1,1,0,0,0,0,2,1,2,0,NA
"AUTOR",3,"Sh",31,8,3,0,2,0,0,0,0,3,0,2,1,"C"
"AUTOR",15.6,"Me",32,8,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",15.6,"Me",32,8,2,1,1,0,0,0,0,2,2,2,0,NA
"AUTOR",15.6,"Me",32,8,3,1,2,2,0,0,0,5,1,5,0,NA
"AUTOR",15.6,"Me",32,8,4,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",15.6,"Me",32,8,5,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",15.6,"Me",32,8,6,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",15.6,"Me",32,8,7,1,0,0,1,3,0,2,0,1,1,"M"
"AUTOR",4,"Sh",33,8,1,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",4,"Sh",33,8,2,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",12.2,"Me",34,8,1,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",12.2,"Me",34,8,2,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",12.2,"Me",34,8,3,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",12.2,"Me",34,8,4,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",12.2,"Me",34,8,5,1,0,4,0,0,0,5,2,5,0,NA
"AUTOR",12.2,"Me",34,8,6,1,1,2,1,6,0,5,1,4,1,"M"
"AUTOR",2,"Sh",35,8,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",27.6,"Lo",36,8,1,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",27.6,"Lo",36,8,2,1,0,4,2,4,0,5,2,5,0,NA
"AUTOR",27.6,"Lo",36,8,3,1,3,0,0,0,0,4,2,4,0,NA
"AUTOR",27.6,"Lo",36,8,4,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",27.6,"Lo",36,8,5,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",27.6,"Lo",36,8,6,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",27.6,"Lo",36,8,7,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",27.6,"Lo",36,8,8,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",18.2,"Me",37,8,1,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",18.2,"Me",37,8,2,0,2,0,0,0,0,2,1,2,0,NA
"AUTOR",18.2,"Me",37,8,3,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",18.2,"Me",37,8,4,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",18.2,"Me",37,8,5,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",18.2,"Me",37,8,6,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,2,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,3,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,4,1,0,6,1,2,0,7,2,7,0,NA
"AUTOR",36.5,"Lo",38,8,5,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,6,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,7,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,8,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,9,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",36.5,"Lo",38,8,10,0,1,0,0,0,0,2,0,1,1,"V"
"AUTOR",18,"Me",40,9,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",18,"Me",40,9,2,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",18,"Me",40,9,3,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",18,"Me",40,9,4,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",18,"Me",40,9,5,1,1,0,0,0,0,2,2,2,0,NA
"AUTOR",18,"Me",40,9,6,1,2,1,0,0,0,4,2,4,0,NA
"AUTOR",18,"Me",40,9,7,0,1,1,1,3,0,2,1,2,0,NA
"AUTOR",18,"Me",40,9,8,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",5.5,"Me",41,9,1,1,0,0,0,0,0,1,0,1,0,NA
"AUTOR",5.5,"Me",41,9,2,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",5.5,"Me",41,9,3,1,2,0,0,0,0,3,1,3,0,NA
"AUTOR",5.5,"Me",41,9,4,1,1,1,1,1,0,3,1,3,0,NA
"AUTOR",5.5,"Me",41,9,5,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",7,"Me",42,9,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",7,"Me",42,9,2,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",7,"Me",42,9,3,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",7,"Me",42,9,4,1,3,0,0,0,0,4,1,4,0,NA
"AUTOR",7,"Me",42,9,5,1,0,5,0,0,0,7,0,6,1,"M"
"AUTOR",42.6,"VLo",44,9,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,2,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",42.6,"VLo",44,9,3,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,4,1,2,0,0,0,0,3,1,3,0,NA
"AUTOR",42.6,"VLo",44,9,5,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,6,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,7,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,8,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,9,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,10,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,11,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,12,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,13,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",42.6,"VLo",44,9,14,1,2,3,0,0,0,7,0,6,1,"V"
"AUTOR",34,"Lo",45,9,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",34,"Lo",45,9,2,0,0,1,0,0,0,1,0,1,0,NA
"AUTOR",34,"Lo",45,9,3,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,4,1,1,0,0,0,0,2,1,2,0,NA
"AUTOR",34,"Lo",45,9,5,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,6,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,7,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,8,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,9,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,10,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,11,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,12,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",34,"Lo",45,9,13,0,0,1,0,0,0,2,0,1,1,"M"
"AUTOR",43,"VLo",46,9,1,0,0,1,0,0,0,1,0,1,0,NA
"AUTOR",43,"VLo",46,9,2,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,3,0,0,0,0,0,1,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,4,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,5,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,6,1,0,2,0,0,0,3,1,3,0,NA
"AUTOR",43,"VLo",46,9,7,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,8,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,9,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,10,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,11,1,2,1,0,0,0,4,3,4,0,NA
"AUTOR",43,"VLo",46,9,12,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,13,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,14,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,15,1,1,0,0,0,0,2,1,2,0,NA
"AUTOR",43,"VLo",46,9,16,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,17,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",43,"VLo",46,9,18,0,1,0,0,0,0,2,0,1,1,"C"
"AUTOR",52,"VLo",47,9,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,2,0,0,0,0,0,1,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,3,0,0,0,0,0,1,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,4,0,0,0,0,0,1,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,5,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,6,0,0,2,1,3,0,2,2,2,0,NA
"AUTOR",52,"VLo",47,9,7,1,3,0,0,0,0,4,1,4,0,NA
"AUTOR",52,"VLo",47,9,8,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,9,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,10,1,3,0,0,0,0,4,2,4,0,NA
"AUTOR",52,"VLo",47,9,11,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,12,1,2,1,1,2,0,4,3,4,0,NA
"AUTOR",52,"VLo",47,9,13,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,14,0,0,2,1,3,0,2,1,2,0,NA
"AUTOR",52,"VLo",47,9,15,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,16,1,1,1,1,3,0,3,1,3,0,NA
"AUTOR",52,"VLo",47,9,17,0,0,1,1,2,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,18,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",52,"VLo",47,9,19,1,1,3,0,0,0,6,0,5,1,"M"
"AUTOR",4.5,"Sh",48,9,1,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",4.5,"Sh",48,9,2,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",4.5,"Sh",48,9,3,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",4.5,"Sh",48,9,4,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",4.5,"Sh",48,9,5,1,1,2,2,5,0,5,1,4,1,"M"
"AUTOR",25,"Lo",49,9,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",25,"Lo",49,9,2,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",25,"Lo",49,9,3,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",25,"Lo",49,9,4,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",25,"Lo",49,9,5,1,2,0,0,0,0,3,2,3,0,NA
"AUTOR",25,"Lo",49,9,6,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",25,"Lo",49,9,7,1,1,2,0,0,0,4,2,4,0,NA
"AUTOR",25,"Lo",49,9,8,0,0,1,1,1,0,1,1,1,0,NA
"AUTOR",25,"Lo",49,9,9,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",25,"Lo",49,9,10,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",25,"Lo",49,9,11,0,1,0,0,0,0,2,0,1,1,"C"
"AUTOR",19,"Me",50,9,1,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",19,"Me",50,9,2,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",19,"Me",50,9,3,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",19,"Me",50,9,4,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",19,"Me",50,9,5,1,0,2,1,3,0,3,1,3,0,NA
"AUTOR",19,"Me",50,9,6,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",19,"Me",50,9,7,1,1,0,1,2,0,3,1,2,1,"M"
"AUTOR",4.5,"Sh",51,9,1,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",4.5,"Sh",51,9,2,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",4.5,"Sh",51,9,3,0,1,0,0,0,0,2,0,1,1,"C"
"AUTOR",2,"Sh",52,9,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,1,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",54,"VLo",53,9,2,0,0,0,0,0,1,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,3,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",54,"VLo",53,9,4,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",54,"VLo",53,9,5,0,0,1,0,0,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,6,1,0,1,1,1,0,2,2,2,0,NA
"AUTOR",54,"VLo",53,9,7,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,8,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,9,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,10,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,11,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,12,0,0,1,1,5,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,13,0,0,1,1,4,0,1,1,1,0,NA
"AUTOR",54,"VLo",53,9,14,0,0,1,1,5,0,1,1,1,0,NA
"AUTOR",8.5,"Me",54,9,1,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",8.5,"Me",54,9,2,0,0,0,0,0,1,1,1,1,0,NA
"AUTOR",8.5,"Me",54,9,3,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",8.5,"Me",54,9,4,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",8.5,"Me",54,9,5,1,2,2,1,3,0,5,2,5,0,NA
"AUTOR",8.5,"Me",54,9,6,1,0,3,0,0,0,4,1,4,0,NA
"AUTOR",6,"Me",55,9,1,0,1,0,0,0,0,1,0,1,0,NA
"AUTOR",6,"Me",55,9,2,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",6,"Me",55,9,3,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",6,"Me",55,9,4,0,0,1,1,3,0,1,1,1,0,NA
"AUTOR",10.2,"Me",56,9,1,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",10.2,"Me",56,9,2,0,1,0,0,0,0,1,1,1,0,NA
"AUTOR",10.2,"Me",56,9,3,0,0,0,0,0,1,1,0,1,0,NA
"AUTOR",10.2,"Me",56,9,4,0,1,1,1,2,0,2,1,2,0,NA
